xi,H,eta,rho
0.0883232,0.159152,2.64416,-0.792439
0.124567,0.154644,1.1112,-0.500707
0.136919,0.234882,0.417604,-0.647785
0.0351085,0.282462,1.52972,-0.549016
0.0917832,0.161274,3.78672,-0.458249
0.0625889,0.155579,1.63081,-0.445465
0.149794,0.229643,0.992371,-0.149878
0.124868,0.139081,0.718628,-0.290039
0.0991427,0.262576,1.16818,-0.340435
0.132864,0.051622,2.18568,-0.502375
0.0763597,0.172169,2.63201,-0.290254
0.0868611,0.300064,2.21568,-0.17561
0.0568142,0.278764,2.43912,-0.497326
0.124914,0.398216,2.48235,-0.295407
0.141213,0.27281,2.19356,-0.506362
0.150724,0.491243,3.52876,-0.740887
0.0460367,0.159548,3.56222,-0.515161
0.0680058,0.462106,0.579072,-0.264969
0.0589636,0.22484,0.57638,-0.542138
0.0847025,0.0657705,3.37784,-0.844882
0.107511,0.0736338,3.92932,-0.179548
0.0689983,0.0498563,2.58619,-0.835926
0.138526,0.167142,0.954447,-0.730221
0.0630573,0.269317,1.96505,-0.597046
0.120473,0.0870365,3.724,-0.685193
0.115585,0.0299764,1.35937,-0.63421
0.111549,0.0570183,3.89203,-0.61101
0.149378,0.0628038,3.96629,-0.574657
0.0456126,0.35029,3.49556,-0.925919
0.0755489,0.0746152,0.477346,-0.706214
0.0561811,0.42357,1.46431,-0.712876
0.0735982,0.31477,3.24191,-0.849425
0.142457,0.084121,1.43512,-0.527582
0.113906,0.0825981,0.502205,-0.84943
0.0189304,0.348877,1.40729,-0.106004
0.0339414,0.47648,0.832035,-0.47011
0.155889,0.198524,3.71646,-0.370448
0.0430008,0.257526,1.42327,-0.823902
0.0606352,0.200996,2.48725,-0.304184
0.0961657,0.0275608,1.4707,-0.684399
0.120446,0.431411,2.61956,-0.416211
0.158518,0.45181,3.30822,-0.393482
0.0362094,0.376379,3.56377,-0.195156
0.131777,0.095222,2.22951,-0.190774
0.0768974,0.28115,3.77469,-0.164323
0.0309436,0.182361,1.86222,-0.671594
0.0802873,0.421061,1.69264,-0.91033
0.144616,0.174034,0.34485,-0.585986
0.0893233,0.477468,3.61483,-0.442712
0.10348,0.0801269,2.42649,-0.502992
0.10607,0.332843,1.65203,-0.634875
0.126344,0.176243,1.79789,-0.861983
0.0425325,0.0981011,2.2687,-0.179327
0.1365,0.180276,3.75002,-0.670537
0.123575,0.356909,1.77501,-0.922002
0.0550828,0.271756,2.09078,-0.724946
0.113188,0.383927,2.07702,-0.779693
0.0270176,0.0642568,3.59421,-0.551852
0.11179,0.386711,1.4928,-0.928519
0.0904238,0.432427,1.72584,-0.909988
0.153507,0.495839,1.58723,-0.830096
0.148472,0.0265576,2.41429,-0.867417
0.0771683,0.197294,3.63152,-0.752887
0.0837892,0.291785,2.90796,-0.375641
0.0671218,0.180526,3.46182,-0.45368
0.0923619,0.338451,0.811387,-0.427804
0.0373299,0.239004,3.42401,-0.569923
0.0954405,0.218221,0.607981,-0.634453
0.0462842,0.457535,3.39708,-0.483
0.157553,0.125962,0.963067,-0.880636
0.103719,0.0976341,1.45357,-0.241719
0.0977479,0.40764,3.71335,-0.93174
0.0572654,0.0640463,2.08073,-0.863541
0.0501163,0.243956,2.04845,-0.626843
0.111543,0.241093,2.22483,-0.61607
0.132193,0.0811514,2.54995,-0.181396
0.101978,0.408475,2.20646,-0.430094
0.154506,0.481598,2.78022,-0.336053
0.0198408,0.411934,3.13161,-0.679509
0.145741,0.392658,3.82611,-0.908593
0.0522789,0.357488,1.09099,-0.157235
0.0533042,0.262472,2.74625,-0.301202
0.135905,0.118532,1.89312,-0.927578
0.015664,0.134884,3.95859,-0.665387
0.0838617,0.392185,3.05183,-0.30293
0.0582198,0.300847,3.55481,-0.397913
0.140355,0.241552,0.722051,-0.646333
0.0113315,0.102921,2.44747,-0.246405
0.0863419,0.0909118,2.13016,-0.707495
0.100773,0.193832,2.219,-0.594131
0.0655116,0.0882245,3.94492,-0.904951
0.0935289,0.431582,2.94427,-0.626927
0.146351,0.184763,1.02661,-0.739314
0.143032,0.292643,2.32664,-0.441416
0.120611,0.451538,0.842218,-0.414351
0.0346686,0.0576604,3.66631,-0.944508
0.0362958,0.137033,2.28156,-0.437329
0.154382,0.436742,3.92864,-0.182089
0.15852,0.28956,0.744061,-0.156356
0.136087,0.496197,3.98847,-0.817523
0.107849,0.339421,2.48722,-0.321598
0.103889,0.431605,2.70816,-0.193449
0.0333943,0.309658,3.04289,-0.708209
0.036034,0.238164,3.02989,-0.604601
0.107035,0.291952,3.68001,-0.613833
0.129522,0.218552,1.84437,-0.154257
0.0750923,0.417089,2.98282,-0.471944
0.078361,0.413646,0.645355,-0.657445
0.0665826,0.444383,2.23897,-0.153685
0.134446,0.275161,3.85152,-0.878526
0.0712168,0.404791,2.40466,-0.724038
0.153105,0.169177,2.64284,-0.150258
0.0969361,0.291718,1.77449,-0.214418
0.0778385,0.0915938,0.379746,-0.624292
0.152888,0.345396,2.41853,-0.126706
0.145769,0.085733,3.32417,-0.927359
0.0454698,0.418109,1.96488,-0.705349
0.134302,0.193953,2.03865,-0.612335
0.0922471,0.0982886,1.48119,-0.298232
0.0879313,0.200313,2.43901,-0.744683
0.0841231,0.239948,2.20688,-0.531129
0.144355,0.248335,1.3514,-0.283311
0.126343,0.183645,2.85161,-0.129114
0.0585517,0.452305,3.34462,-0.269737
0.146475,0.362844,3.10489,-0.37018
0.133554,0.21281,1.65417,-0.519699
0.123282,0.499917,0.51799,-0.82829
0.144687,0.40393,3.88506,-0.892851
0.137017,0.0587453,3.21921,-0.759603
0.0524216,0.369754,3.43953,-0.450529
0.0883023,0.230043,3.93142,-0.768308
0.155338,0.261728,2.8589,-0.483998
0.0965505,0.266908,3.05956,-0.457499
0.0583072,0.039717,3.60124,-0.454621
0.107214,0.14692,2.56485,-0.522665
0.0266473,0.0897785,3.25412,-0.124391
0.142168,0.439496,2.80464,-0.237327
0.060219,0.325706,0.729255,-0.557284
0.122587,0.0940019,0.748633,-0.9102
0.0403574,0.286395,3.14847,-0.143798
0.152128,0.378664,1.83584,-0.218666
0.0814514,0.0381197,1.36429,-0.757171
0.0905373,0.228395,3.85206,-0.521693
0.152378,0.416002,1.83412,-0.580844
0.016908,0.054234,0.789929,-0.279745
0.0298734,0.0643722,2.29521,-0.818292
0.133774,0.263267,2.77022,-0.310339
0.12089,0.442265,3.05102,-0.859404
0.0850171,0.238189,2.67589,-0.927046
0.11887,0.267088,0.684863,-0.273385
0.0187252,0.364699,2.27076,-0.544604
0.0593342,0.203576,0.706309,-0.378738
0.147091,0.403234,2.46093,-0.359862
0.0570932,0.225055,3.52072,-0.788226
0.0416786,0.0253053,1.04238,-0.15459
0.0898246,0.110833,2.48379,-0.124509
0.0448044,0.258062,3.21869,-0.622219
0.0392339,0.216501,1.57243,-0.727407
0.0962009,0.456226,3.1826,-0.207752
0.0765334,0.252407,0.679389,-0.664826
0.0179809,0.326233,3.46661,-0.433388
0.0272552,0.147905,2.42896,-0.644817
0.0276702,0.285419,2.35744,-0.46841
0.0293516,0.133925,2.89296,-0.273342
0.0574229,0.147712,1.8475,-0.129616
0.10106,0.285317,3.11881,-0.68021
0.13566,0.338378,1.38457,-0.384416
0.0753592,0.353056,1.11835,-0.481417
0.0449927,0.103865,1.91304,-0.17704
0.0904581,0.243814,1.44896,-0.846835
0.0571243,0.171347,0.471578,-0.322446
0.153097,0.0502111,1.57091,-0.172038
0.0677342,0.337628,0.575747,-0.886988
0.0560565,0.34086,3.5365,-0.365481
0.0802661,0.275047,0.572762,-0.410386
0.100439,0.0271785,3.58318,-0.477721
0.027165,0.334695,1.54818,-0.492522
0.0948286,0.252635,2.4471,-0.460742
0.122229,0.364706,1.35807,-0.130117
0.149108,0.463419,3.75937,-0.691302
0.110303,0.228307,2.84162,-0.799043
0.0808249,0.119733,2.62943,-0.909095
0.145796,0.0908424,2.59541,-0.269792
0.0180355,0.327233,1.96409,-0.523474
0.154464,0.456216,3.66566,-0.732534
0.106173,0.348028,2.8679,-0.188649
0.0923929,0.30802,3.0754,-0.32424
0.0689866,0.0514885,1.85465,-0.541561
0.135235,0.339164,1.64401,-0.51169
0.0954775,0.0676748,2.27092,-0.248627
0.0948818,0.142344,0.752786,-0.220205
0.0387401,0.234212,3.07948,-0.553858
0.129746,0.420203,0.644078,-0.204217
0.142458,0.394273,1.748,-0.56613
0.0481877,0.279905,1.47403,-0.473968
0.102793,0.196369,3.21633,-0.473207
0.130827,0.28077,1.10984,-0.346607
0.106223,0.21706,3.47536,-0.642149
0.0294615,0.060164,3.16067,-0.384224
0.0696596,0.0876999,2.62435,-0.185881
0.111174,0.106331,1.89995,-0.274641
0.0369058,0.481542,0.767937,-0.42084
0.107255,0.422625,2.1426,-0.631701
0.135262,0.24026,0.866908,-0.322018
0.0361509,0.141882,3.68791,-0.554402
0.119724,0.381359,3.78197,-0.130544
0.155669,0.347566,0.567912,-0.903998
0.100803,0.307483,1.73796,-0.616996
0.0977169,0.107295,1.76098,-0.80966
0.0593891,0.462649,0.516741,-0.695088
0.135551,0.260041,0.539771,-0.774223
0.111057,0.219193,2.88569,-0.617541
0.0993905,0.263491,2.89812,-0.60398
0.0435798,0.2194,2.00794,-0.901179
0.0549404,0.307328,0.902956,-0.63912
0.0961699,0.438452,3.20347,-0.133737
0.116757,0.318427,3.47156,-0.131318
0.0616701,0.0642189,0.396552,-0.678771
0.0497734,0.0265925,1.05459,-0.546795
0.0447753,0.394193,1.94246,-0.577649
0.0481926,0.242615,1.04214,-0.247159
0.147104,0.420896,2.99487,-0.808602
0.152891,0.230464,3.05415,-0.470189
0.107694,0.363879,1.4444,-0.127632
0.0813816,0.0770536,0.603813,-0.426759
0.122759,0.257273,2.39366,-0.920653
0.130816,0.114019,1.43018,-0.405168
0.118289,0.197982,0.776912,-0.192715
0.0473932,0.120109,3.6506,-0.835676
0.110046,0.0980483,1.70966,-0.339323
0.142579,0.423351,2.26604,-0.398086
0.059945,0.474069,3.41824,-0.624995
0.0856431,0.0906807,2.62772,-0.625357
0.110245,0.202523,2.97498,-0.519376
0.0281202,0.0755162,0.789105,-0.630816
0.0955308,0.0726997,1.31081,-0.358998
0.0262113,0.0618523,1.50855,-0.389812
0.108886,0.210426,1.00451,-0.789434
0.12015,0.468771,3.71943,-0.682003
0.0829643,0.396821,0.810421,-0.76085
0.100485,0.222895,2.48332,-0.426106
0.0427023,0.157198,1.67265,-0.769744
0.122904,0.378989,0.84286,-0.132219
0.104225,0.0770691,0.311933,-0.373681
0.0321958,0.0723967,0.756309,-0.332361
0.125432,0.393692,3.88035,-0.420067
0.122395,0.372372,0.717124,-0.420013
0.0238984,0.251066,1.95953,-0.159342
0.158483,0.414994,2.3252,-0.420515
0.0439327,0.125272,2.85731,-0.251501
0.0701031,0.145051,2.11209,-0.620265
0.0432158,0.332239,3.03158,-0.34187
0.15103,0.298951,2.68775,-0.36024
0.122153,0.026616,1.72496,-0.30624
0.114039,0.254068,1.11666,-0.927993
0.0785136,0.0548689,3.63986,-0.908713
0.100698,0.472286,0.558885,-0.396779
0.154105,0.339875,2.20317,-0.836417
0.12229,0.345233,2.43109,-0.511214
0.0792394,0.416028,3.87878,-0.881433
0.144759,0.267854,3.613,-0.864831
0.125197,0.0628343,0.796072,-0.871736
0.131219,0.0258958,0.566923,-0.616703
0.11721,0.17236,3.60564,-0.800221
0.0456639,0.0619904,0.899079,-0.177518
0.126194,0.119989,0.512272,-0.446839
0.0597306,0.482218,2.8459,-0.612231
0.148788,0.284659,0.471244,-0.505995
0.103001,0.274684,0.32924,-0.329162
0.12353,0.414451,1.52249,-0.263378
0.0656743,0.0657059,0.593821,-0.379343
0.0382556,0.401836,3.77112,-0.486692
0.105411,0.253016,1.87078,-0.827873
0.0559997,0.305643,2.34506,-0.287984
0.104711,0.244224,3.95103,-0.528604
0.125805,0.221302,1.54392,-0.148981
0.0893541,0.380927,3.48475,-0.585658
0.0340018,0.265233,3.0271,-0.780141
0.098158,0.322304,3.93472,-0.486246
0.0140292,0.113894,1.23011,-0.130499
0.0141788,0.219014,3.35359,-0.822378
0.053852,0.210466,1.11051,-0.228505
0.0527558,0.328342,2.05254,-0.294701
0.153217,0.314953,1.9976,-0.69554
0.0692954,0.0893406,1.80968,-0.262269
0.121089,0.366429,3.07056,-0.179108
0.0123373,0.296334,3.19793,-0.801644
0.0846463,0.265152,3.12977,-0.297759
0.103364,0.372179,2.72992,-0.529013
0.158849,0.328699,1.68485,-0.782309
0.110785,0.135434,3.53124,-0.681879
0.129763,0.136769,1.25838,-0.82619
0.128098,0.188202,2.58054,-0.363443
0.0573815,0.232939,3.11895,-0.896462
0.140204,0.063563,0.397271,-0.64527
0.124044,0.485214,3.35378,-0.764797
0.0952279,0.230566,3.06803,-0.212523
0.0932237,0.186453,2.91971,-0.496783
0.108295,0.438341,2.53101,-0.13987
0.115432,0.364668,3.33968,-0.501302
0.0193482,0.390066,2.20709,-0.349096
0.114179,0.179071,1.15398,-0.433376
0.0687271,0.253164,2.66115,-0.832232
0.148902,0.484036,3.58957,-0.707721
0.15469,0.420211,2.18216,-0.550906
0.1526,0.436017,1.1549,-0.126829
0.0674595,0.492667,1.05099,-0.515137
0.0692822,0.187828,3.68928,-0.410509
0.122335,0.48214,0.942668,-0.138666
0.0360849,0.283813,1.93971,-0.687685
0.0459775,0.0996591,1.77778,-0.109648
0.100728,0.423656,0.670285,-0.739714
0.0690256,0.0811725,3.0738,-0.905743
0.155155,0.29991,3.3728,-0.45733
0.0393913,0.203797,3.13436,-0.209293
0.11062,0.464373,0.349925,-0.557916
0.0258439,0.116647,1.71278,-0.500511
0.0924995,0.337248,1.89442,-0.39357
0.103508,0.0647653,0.527511,-0.889045
0.0208587,0.214711,3.86281,-0.187417
0.0617731,0.42981,3.80102,-0.511142
0.129676,0.0896215,3.78601,-0.70003
0.0380545,0.307063,0.792941,-0.661136
0.0985561,0.251409,3.5005,-0.449953
0.116688,0.316372,1.50145,-0.871981
0.103221,0.297697,3.72272,-0.874237
0.108385,0.284496,1.88141,-0.825582
0.119801,0.0477336,1.70208,-0.535638
0.159902,0.415905,2.97037,-0.686185
0.129242,0.418222,3.2849,-0.394798
0.0719231,0.377438,1.09944,-0.874971
0.0748751,0.158013,3.35316,-0.906679
0.137439,0.181975,2.72947,-0.601072
0.0566748,0.496174,1.97777,-0.630277
0.134583,0.303995,1.14348,-0.747006
0.142796,0.102337,2.43457,-0.805194
0.0103856,0.149325,2.44362,-0.756431
0.0820322,0.0889021,0.813657,-0.753344
0.125208,0.321299,0.930016,-0.856209
0.109457,0.180696,2.90176,-0.657567
0.138377,0.380341,2.18737,-0.292768
0.115482,0.076726,1.40582,-0.19579
0.115816,0.349931,0.923602,-0.254924
0.113722,0.348481,1.90015,-0.510701
0.027614,0.259879,0.94323,-0.540803
0.0854305,0.376236,1.01272,-0.203758
0.129816,0.223962,1.31169,-0.288969
0.0572678,0.299856,2.37523,-0.561652
0.0487158,0.38195,2.62554,-0.187141
0.157052,0.227873,1.12662,-0.344883
0.137426,0.0643911,0.391645,-0.87853
0.109698,0.232455,3.08827,-0.386547
0.0236097,0.165475,2.70228,-0.372756
0.145076,0.224428,1.98108,-0.325619
0.0312228,0.391136,2.2387,-0.300416
0.14163,0.135727,3.13417,-0.920294
0.0382891,0.360071,0.613367,-0.25256
0.0307175,0.347116,2.76408,-0.177206
0.140915,0.253846,2.22138,-0.228786
0.14885,0.340755,0.734333,-0.519263
0.0455086,0.428366,1.37607,-0.412906
0.0780999,0.440308,0.675656,-0.132234
0.0416488,0.367491,2.39434,-0.45248
0.016543,0.324232,2.37123,-0.286009
0.0896386,0.0635931,2.75205,-0.358987
0.059501,0.429766,0.329307,-0.137048
0.155835,0.421035,1.23507,-0.342617
0.155237,0.0733368,3.85805,-0.16842
0.062624,0.499408,1.28719,-0.574166
0.0567454,0.262832,3.67778,-0.373966
0.135691,0.490495,0.488957,-0.765014
0.0560351,0.367513,3.97929,-0.814833
0.127293,0.425575,0.877963,-0.408786
0.0794135,0.0957047,3.77185,-0.775069
0.121908,0.0600406,2.12657,-0.900841
0.145695,0.0307249,1.5232,-0.339904
0.148242,0.232547,2.74689,-0.480403
0.119514,0.0965231,2.8255,-0.926918
0.0412494,0.156732,2.66659,-0.928378
0.075159,0.103348,2.67126,-0.888038
0.0537152,0.167093,2.73455,-0.164114
0.134404,0.13498,3.99805,-0.707764
0.0660633,0.384269,2.01403,-0.473857
0.09957,0.318538,0.450107,-0.110825
0.0273375,0.195967,3.60849,-0.690564
0.142335,0.129338,1.79906,-0.75728
0.0141519,0.0956556,3.36756,-0.361809
0.143183,0.361444,0.657438,-0.910441
0.0498242,0.257145,3.34168,-0.831625
0.134244,0.0653986,2.1938,-0.906685
0.145486,0.164339,1.50173,-0.78071
0.0904876,0.26776,0.924684,-0.263752
0.133216,0.135868,3.58882,-0.615456
0.127045,0.182913,0.370848,-0.437109
0.0290349,0.12157,0.65976,-0.601741
0.0424902,0.13667,2.34986,-0.210141
0.0196103,0.0925214,2.14916,-0.57125
0.0326084,0.29379,3.66826,-0.109654
0.0941586,0.144087,2.85176,-0.754827
0.101757,0.117782,3.19727,-0.531557
0.104185,0.290399,2.37155,-0.424797
0.130965,0.477951,1.72242,-0.210733
0.0503458,0.367086,2.69618,-0.592191
0.100029,0.114244,0.377857,-0.374282
0.0708393,0.399069,2.05204,-0.875205
0.0635995,0.496473,0.643004,-0.856312
0.0243154,0.492826,1.38464,-0.198575
0.0415322,0.432982,2.9739,-0.185538
0.0648933,0.221775,2.9796,-0.925685
0.154124,0.324593,1.63316,-0.23457
0.0942967,0.0587519,1.49516,-0.698305
0.0919569,0.100513,1.45231,-0.121437
0.0472438,0.342458,2.52382,-0.630009
0.0361762,0.330616,1.22536,-0.643852
0.0971546,0.0255908,3.64242,-0.333234
0.12874,0.291423,0.708842,-0.142281
0.152031,0.0522521,1.30496,-0.487831
0.119289,0.205493,1.70809,-0.196872
0.0752974,0.389788,3.666,-0.773131
0.151573,0.271708,1.58774,-0.219595
0.137059,0.351062,2.35906,-0.110128
0.138696,0.0512396,3.21626,-0.698669
0.127774,0.328626,0.698654,-0.670394
0.104539,0.230915,3.85451,-0.258079
0.137297,0.153248,0.861406,-0.324513
0.0263785,0.196203,1.19549,-0.654374
0.0570954,0.302758,2.00971,-0.632509
0.0356418,0.137562,3.84439,-0.426291
0.108115,0.213882,1.43165,-0.930009
0.0624281,0.486971,3.20855,-0.641202
0.0663026,0.46415,2.13732,-0.793516
0.0575436,0.425651,3.50529,-0.252686
0.0807951,0.088932,1.28792,-0.901324
0.0326347,0.276065,2.84949,-0.693061
0.0784169,0.483926,3.94383,-0.67176
0.0601828,0.272749,3.83565,-0.205867
0.0583455,0.393608,1.33481,-0.841088
0.0681403,0.0803068,2.98399,-0.481576
0.128848,0.378251,3.98989,-0.753401
0.153277,0.390627,1.86527,-0.765177
0.102197,0.365156,1.8423,-0.747297
0.108978,0.451829,1.48281,-0.8734
0.0371695,0.351064,3.60813,-0.289221
0.135589,0.465564,0.307029,-0.687064
0.120054,0.0830006,1.45021,-0.737812
0.117838,0.13022,1.34951,-0.628415
0.140244,0.245679,3.99305,-0.277137
0.129617,0.0295863,3.26168,-0.928702
0.154477,0.0717959,2.41282,-0.588504
0.0460855,0.0793,2.64996,-0.444442
0.139646,0.336777,1.60815,-0.551793
0.111545,0.107439,1.43407,-0.718265
0.126088,0.419079,1.88972,-0.7269
0.0195344,0.284168,1.14115,-0.220727
0.0457468,0.0620463,3.80941,-0.88327
0.0220227,0.259466,2.03224,-0.688318
0.0408493,0.435239,3.7101,-0.66853
0.110674,0.261522,0.840774,-0.573858
0.0782346,0.369181,0.632843,-0.330429
0.0740392,0.278207,2.19265,-0.341051
0.108268,0.283997,1.10666,-0.454909
0.093574,0.160849,2.83215,-0.671656
0.11763,0.428365,3.3047,-0.132059
0.131905,0.251719,3.12697,-0.322595
0.115746,0.461079,3.72572,-0.566931
0.1316,0.250504,1.22687,-0.528998
0.0200899,0.247613,2.98521,-0.1788
0.041548,0.0814469,1.42329,-0.157826
0.155091,0.297761,2.71419,-0.728374
0.0370172,0.175924,3.13838,-0.52212
0.0897444,0.182215,1.95374,-0.11787
0.0473975,0.237723,1.54336,-0.320231
0.0795434,0.197302,2.51581,-0.195214
0.0746853,0.0650353,0.768808,-0.587683
0.120604,0.479827,1.81236,-0.725064
0.112459,0.335115,1.42419,-0.419333
0.0583924,0.211746,2.96205,-0.196868
0.0379757,0.0758838,3.00597,-0.540886
0.0207307,0.364678,2.91013,-0.644947
0.0251938,0.091309,1.79608,-0.864436
0.0281423,0.286348,3.64772,-0.622728
0.152166,0.0873056,0.949755,-0.882815
0.0262533,0.213041,2.28955,-0.510108
0.0872333,0.221578,2.73489,-0.801876
0.157492,0.115027,1.86241,-0.629253
0.0800335,0.258346,3.74512,-0.513448
0.0322156,0.0877272,2.59889,-0.1431
0.098746,0.127973,2.45414,-0.312296
0.114232,0.325871,3.86214,-0.749405
0.0560808,0.382788,1.77392,-0.768668
0.133889,0.0523352,2.62807,-0.394392
0.0123948,0.42352,3.93518,-0.174269
0.0156854,0.0402718,3.46619,-0.4854
0.108222,0.484153,0.726039,-0.228438
0.0183795,0.0829052,3.93589,-0.438937
0.0117381,0.0889283,2.66402,-0.415457
0.0306813,0.388353,2.30632,-0.323109
0.0950449,0.430832,1.75065,-0.339178
0.0434152,0.229749,1.35434,-0.3795
0.11493,0.234565,1.74029,-0.895144
0.155041,0.455682,1.55738,-0.26797
0.14426,0.446616,1.66626,-0.666704
0.158806,0.445208,1.85785,-0.173924
0.0780681,0.285667,2.01679,-0.747721
0.0299592,0.033514,1.21669,-0.328064
0.0252783,0.261554,1.71425,-0.340734
0.110252,0.489223,0.384173,-0.497484
0.151054,0.248377,2.60025,-0.943937
0.036615,0.344473,2.14999,-0.147021
0.0469155,0.170715,3.84794,-0.433642
0.0447507,0.116879,2.22925,-0.592578
0.15136,0.473022,2.68938,-0.788571
0.0363594,0.317693,1.17727,-0.328041
0.105915,0.470428,0.412006,-0.855477
0.020562,0.343357,3.0471,-0.234373
0.0855474,0.313657,2.43698,-0.904693
0.0742486,0.193936,0.374513,-0.47368
0.0549184,0.401196,2.02923,-0.444222
0.0575389,0.0570213,3.79048,-0.31542
0.0812471,0.280045,1.39996,-0.128464
0.121102,0.399188,0.703607,-0.198162
0.142966,0.430855,1.0577,-0.628469
0.0255841,0.27135,3.81217,-0.391706
0.0400282,0.14491,3.51195,-0.660776
0.059669,0.0367445,0.550807,-0.854717
0.11636,0.149426,2.46141,-0.618474
0.143825,0.197006,1.62077,-0.379539
0.0685587,0.38795,0.903858,-0.411597
0.0216842,0.381101,3.64722,-0.733122
0.0650198,0.319791,3.53975,-0.137067
0.156239,0.388539,1.92483,-0.948736
0.119893,0.142923,2.5963,-0.517675
0.133082,0.479446,3.90293,-0.468947
0.107623,0.290482,1.32556,-0.854485
0.158397,0.0394443,0.352338,-0.674747
0.0214451,0.459843,2.51926,-0.280523
0.144623,0.428434,2.64656,-0.153325
0.0485823,0.44902,3.03909,-0.686612
0.0285585,0.288235,2.58232,-0.865348
0.0545251,0.140876,0.8723,-0.795043
0.146549,0.49857,3.85306,-0.333306
0.0539681,0.138022,0.508323,-0.264295
0.0533068,0.499096,3.34887,-0.292895
0.0289397,0.135042,0.657878,-0.595568
0.0607013,0.391344,1.43447,-0.263587
0.133657,0.321111,3.96132,-0.800365
0.0319295,0.127306,2.15405,-0.383018
0.118512,0.144296,2.65224,-0.378522
0.10549,0.329156,0.341039,-0.87608
0.0797758,0.457715,3.82766,-0.692389
0.148125,0.165393,3.77442,-0.633177
0.0287641,0.0738198,2.46759,-0.380039
0.131476,0.387837,3.8553,-0.89036
0.0429471,0.237744,2.42075,-0.22289
0.118544,0.155602,1.59293,-0.227684
0.0671439,0.476043,2.76771,-0.720709
0.0270728,0.294567,3.30866,-0.720315
